"X1","X2","X3","mid_lon","mid_lat","mid_dist"
86,153,170,-92.7623590666667,44.8579284333333,0.152656202942887
43,147,214,-93.9580561666667,45.5335379333333,0.152635265483108
6,176,204,-94.2638116,45.2866130666667,0.152603705969292
2,77,150,-94.6412324666667,45.7641312,0.152584852351825
107,178,213,-94.7635693,46.0766587,0.152569070079737
110,142,192,-94.1044409,44.2826048666667,0.152535988233826
93,115,121,-94.4504111,44.7638677,0.152524642609152
18,182,231,-93.8447537666667,45.4441078,0.152523243017851
14,126,183,-93.8839169333333,44.5237179666667,0.152471506830638
28,39,40,-94.0685005666667,46.2996437666667,0.152460999588543
160,206,232,-92.6783769333333,44.6272038,0.152424677637576
2,57,125,-94.5611760666667,45.7793023,0.152403956407147
131,210,228,-92.7633575666667,46.2982466666667,0.152399630766368
131,211,228,-92.7633575666667,46.2982466666667,0.152399630766368
119,136,154,-93.7507511333333,45.8537224666667,0.152395595137646
148,172,227,-95.0630742333333,46.7709273333333,0.152376848851971
55,115,133,-95.9123038333333,44.9893551,0.152364115309572
43,106,165,-93.9136667666667,45.4763115666667,0.152363156376811
32,198,223,-94.0092240666667,45.1233037666667,0.15236173761376
55,74,229,-95.9031521333333,44.9495631,0.152360563396128
6,158,222,-94.2551203333333,45.3152575333333,0.152352031031044
2,12,109,-94.4234999,45.6538722333333,0.152328852357741
6,62,149,-94.0161895,45.1412422,0.152326325390761
106,156,215,-94.4304818333333,46.1183649333333,0.15232370177775
106,152,153,-94.2993702666667,46.1299418666667,0.152319788096243
2,121,152,-94.4529205333333,45.7204482,0.15231627644045
2,63,202,-94.6607778666667,45.7521875,0.15227580329162
105,182,222,-94.6030201333333,45.2712255333333,0.152267931166556
159,189,217,-93.3818071333333,44.5620599,0.152264384385282
36,85,158,-93.3466626333333,45.4748274333333,0.15222677244364
52,210,223,-93.8594155,46.3686200333333,0.152225796029103
52,211,223,-93.8594155,46.3686200333333,0.152225796029103
178,187,213,-94.1563971,45.7481965666667,0.152215492643146
117,134,149,-94.7283013333333,45.7923794666667,0.152191719652402
97,218,219,-93.683531,44.2667697,0.152168348759291
78,113,115,-94.3052491666667,44.7283776,0.15215130671347
2,46,178,-94.4216971333333,45.6370596666667,0.152120579367878
68,119,198,-93.4410054,45.3817041,0.152112928705923
2,57,189,-94.5410117666667,45.7759872,0.152101398321113
45,100,204,-94.3372446666667,45.1276926666667,0.152097686380887
78,163,223,-94.1593313,44.9212856,0.152093417305151
45,99,194,-94.1949910666667,44.9276335666667,0.152089413021341
145,154,221,-93.6903403,45.9626059333333,0.15208069065134
6,198,204,-94.2545946333333,45.3158151,0.152075557689849
32,149,197,-94.0034956666667,45.1108952666667,0.152068954676499
46,133,185,-94.4866930666667,45.3322197333333,0.152066609351662
132,199,208,-93.2306879,45.7311814333333,0.152047513552966
117,151,222,-94.7318792333333,45.7944519333333,0.152035424664048
71,217,232,-93.1545296666667,44.2237778666667,0.152015714191838
38,189,202,-92.8353765333333,44.3534825333333,0.151966372436384
46,133,179,-94.5110693333333,45.3522382666667,0.151945169009552
6,79,162,-94.2658061,45.2580757,0.151911902982026
36,116,196,-93.3487259333333,45.6525598,0.15189550667786
3,10,217,-93.2847159333333,43.8151273,0.151890407246423
45,144,176,-94.1138750333333,44.9500225333333,0.151874070983637
4,27,207,-95.2157286666667,45.8879087,0.151858128930602
75,98,132,-92.8497742333333,45.1997476333333,0.151855276593007
36,119,187,-93.2998312666667,45.4336741666667,0.151842739591409
178,213,230,-94.1426972333333,45.8677754,0.151842570833846
4,11,181,-95.3067741666667,46.0400256,0.151830818290898
14,144,169,-93.7481617666667,44.4660374333333,0.151830075865015
107,147,215,-94.9598683,46.0809901333333,0.151817243950616
90,210,220,-92.8594077666667,46.1476475666667,0.151811635925866
90,211,220,-92.8594077666667,46.1476475666667,0.151811635925866
14,144,167,-93.7412214666667,44.4669391333333,0.151790269976821
14,160,192,-93.8108621,44.4729377666667,0.15177951573318
134,170,215,-94.6279169666667,46.1841976333333,0.151774096659488
46,62,152,-94.3952764333333,45.6109895666667,0.151770406360413
39,51,88,-94.4638445333333,47.3285702,0.15175430788607
86,168,187,-92.7977462666667,44.5928178666667,0.151750954062526
52,107,116,-94.0491063,46.3497835666667,0.151734861433711
86,167,221,-92.7786008666667,44.6017707333333,0.151730062420813
28,119,154,-94.0807251666667,46.2775362666667,0.151696153229361
105,194,223,-94.5810600333333,45.2806012333333,0.151675053989516
159,162,217,-93.4085864,44.5561333333333,0.151670911468532
6,79,126,-94.2610983,45.2945933333333,0.151658785256772
20,36,85,-93.2310588,45.3526125666667,0.151643832487785
99,141,229,-94.2659892333333,44.2550349666667,0.151641230234615
106,209,214,-94.2012604,45.9837893333333,0.151619497386352
105,115,145,-94.6482973,45.2317993,0.151613811012917
105,133,157,-94.6315967666667,45.2497990333333,0.151595944303457
34,147,202,-92.7565732666667,43.9347838666667,0.151536002778387
37,114,146,-96.1707753666667,44.8163229666667,0.151522964231513
144,181,229,-94.9097386,44.6571762666667,0.151498331571677
36,131,163,-93.0889104,45.6332431666667,0.151449584299176
45,188,204,-94.2601077666666,45.2154248,0.151439078901983
79,129,137,-95.2489377333333,45.6879352333333,0.151429174512285
90,200,210,-92.8464405666667,46.1397431,0.151401574133561
90,200,211,-92.8464405666667,46.1397431,0.151401574133561
6,18,201,-94.2644661333333,45.2738675,0.151394644207201
4,5,193,-95.2317462333333,45.8327929,0.151375424147641
85,101,119,-93.3443236,45.3963686,0.151362913716038
14,23,199,-93.9122372,44.5896306,0.151362031108205
14,25,199,-93.9122372,44.5896306,0.151362031108205
2,101,150,-94.6073966666667,45.7749109,0.15135465857679
43,61,134,-93.9529277666667,45.5276009333333,0.151344551314248
160,169,230,-92.6735390666667,44.6345485,0.151342523391118
22,42,217,-92.9160835666667,43.9371929666667,0.151319659799846
46,67,204,-94.4289793666667,45.3103377333333,0.151279064592834
36,69,70,-93.1707492666667,45.7068785,0.151272179550555
93,115,200,-94.394251,44.7440123,0.151254147275171
45,73,223,-94.1242036333333,44.9449816666667,0.151236755353966
45,79,160,-94.0427732666667,45.0977874666667,0.15122555365694
32,65,105,-93.9602725666667,45.0588556666667,0.151222900161115
142,156,191,-93.0950399,44.3187433,0.151192410209806
45,110,194,-94.1264996333333,44.9438886333333,0.151188708645207
87,130,152,-96.2240958666667,46.7693734333333,0.151151905212936
145,176,214,-93.7899324333333,46.0676740666667,0.151148150658507
105,147,150,-94.6179763333333,45.2603586,0.151146179736401
14,120,183,-93.8639298,44.5042533333333,0.151139915419736
36,121,153,-93.1347295,45.4436926,0.151133283577703
74,115,118,-95.9939395,46.1436046333333,0.151132288799012
38,120,156,-92.7629307333333,44.5253084666667,0.15112822277146
105,138,203,-94.5961295333333,45.2735189666667,0.151096565410262
154,172,177,-94.4509471333333,46.858889,0.151088248448224
43,71,154,-93.9143116666667,45.4746156666667,0.151083544929654
105,110,134,-94.3966457666667,45.2107387333333,0.151063110757746
178,209,214,-94.1797128333333,45.9294659333333,0.15105990042568
36,90,158,-93.2443213666667,45.7151223,0.15104326876879
43,59,114,-93.9807755,45.5465511666667,0.151024486420462
38,123,156,-92.7755667333333,44.5572242333333,0.15102442859552
160,166,230,-92.6682857333333,44.6429729333333,0.150976397068349
149,161,203,-94.8710104333333,45.4245405666667,0.150975327629828
93,114,220,-94.4150067666667,44.7492747333333,0.150954207569749
99,100,229,-94.3667467,44.1466981,0.150947770538369
57,130,203,-95.7979319666667,46.6723332666667,0.150921286727161
116,216,225,-93.4412939333333,46.525622,0.150868822585231
2,11,206,-94.6068585,45.7744723,0.150807307218207
86,168,186,-92.7917947,44.5962800333333,0.150806278693019
128,182,231,-93.8651322333333,45.4313256333333,0.150794761863727
6,185,204,-94.263877,45.2736442,0.150785550270564
93,114,123,-94.4721570666667,44.7827012,0.150767037806771
142,163,217,-93.3176709666667,44.4767883,0.150742374473879
143,227,231,-93.9582076666667,44.9198419,0.150741277521145
3,22,27,-93.5006676,43.7324983,0.150712027705285
38,156,189,-92.7608464,44.5141820333333,0.150704034844774
27,183,219,-94.1464863,43.7929385666667,0.1506993596581
2,16,110,-94.4863103,45.7502400333333,0.15064522484442
43,54,178,-93.9028996666667,45.4308004,0.150637505024959
119,134,186,-93.7678066333333,45.6936261,0.150634072466284
117,150,176,-94.6800473333333,45.7387806666667,0.150631881915732
18,85,178,-93.7545588333333,45.4829330666667,0.150598429751594
2,112,152,-94.5347569666667,45.7729196333333,0.150593169007248
86,90,202,-92.7232965,44.8123195,0.150548028223881
36,116,137,-93.3747016,45.5716839,0.150513244715937
18,86,203,-93.7923222,45.4742178,0.150498668734842
133,146,193,-95.7674166,45.5356722,0.150479940557408
2,11,113,-94.6593936,45.7509416666667,0.150462131901464
53,139,151,-94.2368253333333,46.5988442,0.150441525895257
32,121,201,-94.0053826333333,45.1189641,0.150426857727981
45,62,149,-94.0425295333333,45.0817765333333,0.150398981268253
38,137,168,-92.9967953666667,44.3643513333333,0.150391463857077
36,59,183,-93.3111878333333,45.4426458,0.150389615297904
93,110,201,-94.4412124666667,44.7609883666667,0.150385529376557
160,170,230,-92.6690262666667,44.640572,0.150363841194397
78,122,199,-94.0485763,44.6667995666667,0.150353569112377
74,114,215,-96.2098906,46.3053205,0.150329794992532
4,117,150,-95.4203550333333,46.0411817,0.150281442240762
14,111,143,-93.8780307666667,44.5199703,0.150257451759784
99,206,229,-94.2135448333333,44.2605736333333,0.150252991572665
14,70,101,-93.7908712333333,44.4693968333333,0.150240105860645
43,149,198,-93.9661976,45.2907450333333,0.150237007647783
45,119,144,-94.2757743333333,45.2050093333333,0.150219868118761
74,114,118,-96.0017280666667,46.1409626,0.150207069029705
3,27,42,-93.2155729,43.7284076333333,0.150186711868226
149,204,231,-94.6146866333333,45.4765043,0.15014979359225
18,77,106,-93.7868343,45.4757436666667,0.15013865887555
85,104,119,-93.3255927,45.4113412333333,0.150137541079999
131,179,210,-92.8514809,46.3277240333333,0.150098751311922
131,179,211,-92.8514809,46.3277240333333,0.150098751311922
46,113,204,-94.3067346666667,45.3446132666667,0.150084798493842
14,48,70,-93.8275574333333,44.4814366,0.150075609589344
45,107,191,-94.3359095333333,45.1252596,0.150075021694803
14,73,199,-93.8773204666667,44.5194287666667,0.150068116555808
86,153,167,-92.7599315666667,44.8528066333333,0.150024810656722
6,43,180,-94.1179407333333,45.4080755,0.15002428253488
2,12,141,-94.4244051,45.643973,0.150023900796977
14,56,219,-93.7615225666667,44.4671436,0.149970014682757
2,45,193,-94.5725988,45.4774758666667,0.149925206005618
6,47,79,-94.2521493333333,45.3160285,0.149898369131563
78,162,222,-94.1725603666667,44.9184326,0.149883591029092
182,201,231,-94.2444250333333,45.4099291,0.149876449088568
13,76,95,-94.3392689666667,46.2615985666667,0.149861811087612
154,189,216,-94.3134357,46.8379475666667,0.149840528038342
160,168,186,-92.6876933666667,44.5393222,0.149819694085161
36,104,158,-93.3048238333333,45.4390669666667,0.149811151721912
93,97,201,-94.3385420666667,44.7467036,0.149810931511738
38,42,121,-92.7706802666667,44.4288471,0.14980657982412
4,11,32,-95.2177597333333,45.9126064,0.14976604791657
79,117,204,-95.2460709,45.6410304,0.149751807141848
108,130,229,-96.1854589,45.1651604666667,0.149731040372504
117,136,150,-94.7045002333333,45.7697655333333,0.149724635367295
46,110,134,-94.3547405,45.3178494333333,0.149709638994816
105,180,199,-94.4825251,44.9958237,0.149709336469376
72,93,168,-93.3931832,44.4170756,0.149700965542002
93,99,107,-94.4849065333333,44.9887633666667,0.149695157221603
14,99,209,-93.8849985,44.5298547333333,0.149669489312462
36,58,199,-93.3711368333333,45.5364715666667,0.149642272998208
3,99,202,-93.3227545333333,43.8276688666667,0.149629047880841
45,92,144,-94.1939183,44.9300835666667,0.149628601764683
1,172,212,-93.8434887333333,46.5858120666667,0.149600892605458
97,192,212,-93.6282162666667,44.2437216333333,0.149598629820613
43,45,145,-93.9631997,45.533627,0.149576611395797
73,100,160,-92.9882415666667,44.6343229333333,0.149553505547827
78,164,199,-94.0683691,44.6499996333333,0.149540305874694
99,161,217,-94.2759353,44.2492178,0.149520954456058
1,39,75,-93.7638977333333,46.3964562333333,0.149512320296465
72,127,147,-93.3327619,44.4392480333333,0.149487453014764
14,49,183,-93.9117058333333,44.5984410333333,0.149486169015598
90,121,210,-92.9026006666667,46.1595985,0.149486103904488
90,121,211,-92.9026006666667,46.1595985,0.149486103904488
17,74,144,-95.5589482,45.4579076,0.14948358078405
34,156,217,-92.7702504666667,44.0992593,0.149482850154482
134,166,215,-94.6271764333333,46.1865985666667,0.149482673446534
4,203,204,-95.2276755,45.9546984333333,0.14947905868494
72,75,219,-93.3416455,44.4377233333333,0.149472243055306
79,130,137,-95.2488587666667,45.6783345333333,0.14939430723743
53,168,172,-94.1286602666667,46.5312703,0.149387596735802
107,134,204,-95.0141270333333,45.9685712666667,0.149380710278386
44,69,132,-92.5305413,46.8222786333333,0.149374399013889
138,192,217,-94.3702502333333,44.220535,0.149374055935152
14,137,227,-93.9039683333333,44.5666048333333,0.149373735314499
227,229,231,-94.5141823666667,44.5403916,0.149368822595158
45,90,114,-94.3053863,45.1779684333333,0.149348271924393
143,192,228,-94.0030411333333,44.6457214333333,0.149347697952818
45,97,178,-94.0626120666667,45.0068110333333,0.149307589882913
107,154,204,-94.9324083666667,46.0957167333333,0.149297585949464
86,169,221,-92.7855411666667,44.6008690333333,0.149295987358269
45,56,223,-94.3421406666667,45.0753054333333,0.14929131972938
75,90,232,-92.8595143,45.1888286,0.149261239985465
13,154,181,-94.2531372333333,46.2114501,0.149248745593976
148,149,216,-95.0350768333333,47.0711654333333,0.149223334518852
28,42,172,-94.0603303666667,46.352324,0.149179762679735
36,123,145,-93.3734131666667,45.5619607,0.149133845046542
100,125,217,-93.3540721333333,44.561702,0.149133051354322
160,170,187,-92.6827261333333,44.5209931666667,0.149090636225202
45,117,143,-94.3096204,45.1724528333333,0.149069680002836
2,12,113,-94.4244958,45.6259810333333,0.14902153959695
86,98,109,-92.7036358333333,44.7465069,0.14900906630809
76,150,172,-95.8697339,47.6598659666667,0.149007811984874
56,93,184,-93.939847,45.0459558333333,0.148957898007103
119,126,154,-93.7688727,45.8167898,0.148957159099674
43,107,206,-93.9150759,45.4709932333333,0.148953515346302
86,159,212,-92.7772808,44.6057601666667,0.148912783326479
56,93,195,-93.8299445333333,44.8914591,0.148881191379576
43,158,180,-93.9401205333333,45.5112519,0.148874049123993
2,57,163,-94.5641623666667,45.7759320333333,0.148827616403648
149,152,219,-94.6775954,45.2373247666667,0.148795858946375
52,89,223,-93.9859390333333,46.3294803333333,0.148777878277219
1,69,204,-93.6931578,46.6816142,0.148768724450062
5,115,214,-95.2426774333333,45.8080819333333,0.148757102602504
36,80,131,-93.1230352,45.6743591333333,0.148756562340489
5,18,29,-95.2365821,45.8228545333333,0.148726021001181
6,83,96,-94.2126673,45.3692956333333,0.148725600756242
14,137,196,-93.6176084,44.6464598333333,0.148707315604815
46,56,79,-94.5300704,45.3815719,0.148701359837901
18,54,106,-93.820342,45.4582365666667,0.148645845923349
2,57,164,-94.5769082333333,45.7759967,0.148637237578027
12,15,37,-95.6300647333333,46.1621483666667,0.14862113448679
114,146,229,-95.942721,44.4584766666667,0.148617995519653
78,138,143,-94.1860331333333,44.62312,0.14861352728273
79,134,146,-95.4940524,45.7613208,0.148606800759115
28,52,178,-94.1546504666667,46.2197240666667,0.148597222124349
145,174,214,-93.7903712333333,46.0812178333333,0.148589113655925
4,17,148,-95.341765,46.047093,0.148588269219642
142,202,209,-93.0767193333333,44.3342085,0.148587887779179
79,146,194,-95.3359683,45.5139357,0.148582937906755
1,83,182,-93.8134981666667,46.4333769333333,0.148582925404383
2,117,149,-94.7041048666667,45.5565527,0.148573084795208
38,75,202,-92.7604498333333,44.4831610333333,0.148560908428752
143,180,191,-94.0206712666667,44.8862714,0.148559818343849
2,213,227,-94.6919966,45.5377822333333,0.148559656706668
79,150,199,-95.4031422333333,45.5016897666667,0.148553225428452
148,215,230,-94.9402915,46.8179275666667,0.148541579679054
78,162,192,-94.1919968666667,44.6244575333333,0.148522374696538
1,53,145,-93.8191256,46.4400531,0.148522322017439
137,176,219,-93.4865703333333,44.4274638333333,0.148511304001
6,79,136,-94.2429767333334,45.331526,0.148501939986633
78,110,178,-94.1538692666667,44.9175907333333,0.14847491832317
160,169,186,-92.6812873666667,44.5184318333333,0.148471597855862
34,147,169,-92.7862373666667,44.0394380333333,0.148443159702658
45,68,93,-94.0450907333333,45.0928560666667,0.148407066822495
6,79,163,-94.2621774333333,45.2639471,0.148398241477022
56,113,223,-93.9396376333333,45.0374489,0.148378511875556
86,98,113,-92.7046317333333,44.7186157,0.148377206115813
38,62,156,-92.7606739,44.4822775333333,0.148359042323783
22,168,217,-93.0176128666667,44.0089396,0.148351497636169
117,135,150,-94.6972108666667,45.7596472666667,0.148339577331135
45,127,144,-94.2131818666667,44.9327607333333,0.148339167301348
160,167,187,-92.6802986333333,44.5158713666667,0.148334074339131
45,119,183,-94.1464168666667,44.9388548333333,0.14833021011352
46,181,223,-94.5265415333333,45.3768433333333,0.148287431350939
106,117,139,-94.4837988666667,46.0568717,0.148285695143628
6,139,217,-93.9692956333333,45.2909441333333,0.148280482930719
28,39,218,-94.1429218333333,46.2253253333333,0.148280098790105
78,115,141,-94.3051584666667,44.7463695666667,0.148251240785548
46,162,204,-94.4075906666666,45.3112576666667,0.148237916305485
46,130,169,-94.5497467666667,45.4362286333333,0.148190624053945
6,79,123,-94.2537471666667,45.3070444666667,0.148168300862818
45,91,105,-94.0483539666667,45.0473326333333,0.148141507152707
72,124,219,-93.4430887333333,44.3603874333333,0.148076377993103
56,222,228,-93.9391301,45.0271494333333,0.148075094809507
72,164,217,-93.3780618666667,44.4237564,0.148040420841926
39,182,216,-94.7153495,47.2841654,0.14803322810062
86,225,231,-92.7044326666667,44.7438723666667,0.148024328225348
27,42,229,-93.9602697666667,43.7124546,0.148003474673091
160,168,221,-92.6878458333333,44.5648015666667,0.147996073033502
105,180,222,-94.5958335666667,45.2701927333333,0.147989195019431
85,208,224,-93.3400306,45.3959255,0.147985588745994
36,116,188,-93.198806,45.7111759,0.147982516027404
106,119,134,-94.2102544,46.0268742333333,0.14797051254277
102,131,160,-92.7154211666667,45.4680724666667,0.147951839229092
105,112,204,-94.5053160333333,45.2841116333333,0.147932361207513
28,89,222,-94.0765591666667,46.2927994,0.147925972109795
6,14,180,-94.0215501,45.1425501333333,0.147920738585182
149,154,183,-94.5810041333333,45.3574079333333,0.147920732310721
28,44,133,-94.1922172666667,46.2109532666667,0.147913701366905
52,106,116,-93.8784303,46.3580317333333,0.147898941191479
2,152,173,-94.4270430333333,45.6476931666667,0.147866932403002
78,91,192,-94.2370215333333,44.6438285,0.147833130898893
106,207,232,-94.4018026,46.1267845666667,0.147814762266415
14,202,223,-93.7317135333333,44.4727454333333,0.147790911521449
2,61,152,-94.4363199333333,45.6823462,0.147785488918416
119,123,154,-93.7615215666667,45.8292409333333,0.147769065507068
105,124,204,-94.4492332,45.2624161333333,0.147757659207974
13,76,220,-94.3509323333333,46.2815211333333,0.147755804150112
45,158,227,-94.0460607666667,45.0634104666667,0.147755189153961
86,104,156,-92.7092688333333,44.6969636666667,0.147732276870252
6,178,196,-93.9692816666667,45.2883010666667,0.147731306520164
45,48,161,-94.1899321333333,44.9320158333333,0.147723071051306
70,219,229,-94.5886132333333,43.6784896333333,0.147721871592189
72,195,219,-93.4569992,44.2620592666667,0.147720686627563
115,155,201,-95.6727118,44.5594736666667,0.147717851032807
86,179,212,-92.7067301333333,44.7085915666667,0.147714443106793
160,166,187,-92.6819856,44.5233941,0.14770955796211
46,204,220,-94.3383814333333,45.3267999666667,0.147708166625611
22,34,147,-92.9762087666667,43.9926724333333,0.147707198960345
79,97,129,-95.2899524333333,45.5467867666667,0.147695986211212
2,57,66,-94.5800600333333,45.7749224,0.147669411720225
4,6,87,-95.2701869,46.0121246333333,0.147662105283609
12,150,204,-95.7762512666667,46.1502553333333,0.147650517529915
46,150,167,-94.3146145333333,45.3414523,0.147649092801018
36,64,116,-93.3218174333333,45.6762708333333,0.147635311074743
14,34,144,-93.801371,44.4744365666667,0.14763488135325
86,98,141,-92.7045410333333,44.7366076666667,0.147632925246615
1,46,210,-93.5588316666667,46.5035194,0.147626979546642
1,46,211,-93.5588316666667,46.5035194,0.147626979546642
28,184,214,-94.1491926666667,46.2231032333333,0.147602313405661
36,47,145,-93.3718153333333,45.5709447333333,0.14759996737966
7,36,68,-93.3850664666667,45.3629664,0.147558062069777
78,138,158,-94.0712779,44.8880409666667,0.147522531207412
78,224,231,-94.2859336,44.6946013666667,0.147508741784563
143,186,192,-94.0265125333333,44.6661831,0.147473649181087
36,116,228,-93.1651682,45.7004708,0.147446429537136
2,80,150,-94.6785800666667,45.7308428333333,0.147446140343407
137,179,217,-93.4366052,44.5502155666667,0.147442983524965
2,32,79,-94.6120087333333,45.4851023666667,0.147411800454901
34,110,225,-92.7763088666667,44.0806414333333,0.147393629846177
52,89,222,-93.9955394333333,46.3324987333333,0.147383776058033
12,146,214,-95.5782083,46.2284999666667,0.147378388596478
11,87,150,-96.2772166666667,46.6983265,0.147315214841436
78,93,218,-94.0474268333333,44.8657587666667,0.147312318735547
106,148,179,-94.2060789,45.9747570666667,0.147296297609954
32,187,223,-93.9841823333333,45.0886735333333,0.147289448242121
117,178,193,-94.6836051,45.7381476333333,0.147226932310575
72,120,217,-93.3442497333333,44.4348733333333,0.14722453625346
2,14,148,-94.4609486666667,45.7222796,0.147216337155308
86,141,168,-92.7783405333333,44.6071282,0.147197586482943
106,136,148,-94.2060901333333,45.9986922666667,0.147189139256218
36,83,232,-93.1399731,45.6860244,0.147181068528595
18,28,195,-93.7595229333333,45.4789255,0.147177092189249
71,72,159,-93.3442372333333,44.4303873,0.147123047751793
97,110,142,-93.6302352333333,44.2420291666667,0.147100748551221
46,129,169,-94.5498257333333,45.4458293333333,0.147071901423771
105,123,204,-94.437437,45.2531157333333,0.147071151857296
2,12,103,-94.4411502666667,45.6914683666667,0.14705179795835
36,67,132,-93.2888648333333,45.4332825,0.147049753691199
78,90,224,-94.0669742666667,44.8841202333333,0.147027550217153
203,215,228,-94.8374405333333,46.4922893333333,0.146972234979113
45,90,224,-94.0783874666667,44.9876253,0.146954981288875
128,180,231,-93.8579456666667,45.4302928333333,0.146946203805824
4,53,108,-95.2244226666667,45.8653219666667,0.146942248190865
142,179,217,-93.2984590333333,44.520432,0.146938256448231
161,193,229,-95.214969,44.6336074666667,0.146930916898828
18,180,231,-93.8375672,45.443075,0.146916531125539
72,97,200,-93.3534492666667,44.4321833,0.146914813906717
78,195,201,-94.1422833666667,44.9151897666667,0.146913431958431
78,192,228,-94.0810329333333,44.6444952666667,0.146894241776979
38,73,86,-92.9661992666667,44.6217252,0.146892283915359
78,127,192,-94.2440214333333,44.6496611666667,0.146874325561881
93,108,228,-94.5070441333333,44.945089,0.146855922219484
2,78,148,-94.5927105666667,45.7729768,0.146839158204652
6,113,201,-94.0128528,45.1515751,0.146826954461536
78,115,228,-94.2951412333333,44.7150597333333,0.146811410456744
56,105,159,-93.9171598333333,44.9598194,0.146743685919832
32,190,201,-93.9964689,45.1088687,0.146734874842637
99,138,191,-94.2149613333333,44.2570874666667,0.146712825487879
43,54,106,-93.9244472333333,45.4851238,0.146688784967587
78,99,178,-94.2223607,44.9013356666667,0.146688214860419
154,216,218,-94.4488786666667,46.8549407666667,0.146679362735064
78,109,144,-94.0478922,44.8652988333333,0.146659395131397
36,122,153,-93.1500702333333,45.4389353666667,0.146657986021458
105,182,199,-94.4897116666667,44.9968565,0.146636530478922
97,147,227,-93.7712069,44.2480478,0.146609571237102
105,171,222,-94.3832488333333,45.1529304333333,0.146603235145496
12,87,204,-95.8585342666667,46.2567555333333,0.146593913858825
38,162,202,-92.8621558,44.3475559666667,0.146561126030971
36,145,173,-93.3335782666667,45.4677301333333,0.14655634837688
4,18,130,-95.2915461666667,46.0262726666667,0.14654805031751
2,214,227,-94.505964,45.7574484333333,0.146545489018182
43,182,218,-93.958484,45.3013502666667,0.146519641191792
159,163,217,-93.4049577333333,44.5620047333333,0.146471208061397
32,186,222,-93.9878311666667,45.0951541,0.146454607705351
143,173,223,-94.0330743333333,44.8713785666667,0.146453650774404
56,182,217,-93.8356283666667,44.8956586666667,0.146449880020769
93,114,185,-94.4369991333333,44.763229,0.14643350454138
106,149,154,-94.4937797666667,46.0270374,0.146431543591235
38,190,202,-92.8272257333333,44.3649538,0.14642827410471
2,184,204,-94.5878495333333,45.4816828666667,0.146419235487213
38,56,202,-93.0299233,44.4039421333333,0.146403972113008
5,55,151,-95.2483488333333,45.8021789666667,0.146401275260403
45,50,223,-94.0653354666667,45.0079127666667,0.146393405306029
43,106,164,-93.9069082,45.4282912333333,0.146383922215221
119,210,224,-93.7718425333333,45.7157314666667,0.146383720263057
119,211,224,-93.7718425333333,45.7157314666667,0.146383720263057
90,91,210,-92.9736416666667,46.1514762333333,0.146381870070498
90,91,211,-92.9736416666667,46.1514762333333,0.146381870070498
14,144,170,-93.7436489666667,44.4720609333333,0.146378208541459
32,117,179,-93.9658879,45.2857517333333,0.146377755134679
43,81,178,-93.9063183333333,45.4074994333333,0.146373031078248
110,147,161,-94.1192365333333,44.2616969333333,0.146351860457204
2,74,159,-94.6888583666667,45.5373619333333,0.146327217555467
52,132,154,-93.8858093333333,46.3548011,0.146321335911768
32,179,201,-94.0085583666667,45.1409859666667,0.146316278655458
78,162,223,-94.1629599666667,44.9154142,0.146283380377835
106,132,213,-94.2602065666667,46.1005004666667,0.146259013545583
99,186,229,-94.2794434,44.2441868,0.146249822318117
93,115,220,-94.4072182,44.7519167666667,0.146244226876868
105,146,188,-94.6752005,45.1318132,0.146235463784848
117,150,177,-94.6891570333333,45.7452231333333,0.146210773550616
28,90,213,-94.0917544333333,46.2710827,0.146196063655356
51,118,215,-96.5103985,47.8956410666667,0.146181437430473
78,109,115,-94.3042532666667,44.7562688,0.146151187226646
90,92,210,-92.961378,46.1546317333333,0.146122959930927
90,92,211,-92.961378,46.1546317333333,0.146122959930927
2,37,44,-94.4357232333333,45.6759307666667,0.146084765576983
86,170,221,-92.7810283666667,44.6068925333333,0.146073996429313
36,89,97,-93.2934273333333,45.6940968333333,0.146069898775337
53,87,88,-94.2050791,46.7901804333333,0.146063640218964
36,89,147,-93.1385389666667,45.6835957666667,0.146035233193466
2,139,222,-94.6439513,45.7553175333333,0.146031580396426
191,198,224,-94.0608199,44.4284729333333,0.145988575907056
128,152,170,-93.9472269666667,45.3007516,0.145973113088541
34,42,217,-92.7793214,43.9923577,0.145939490403557
107,110,118,-95.0092645333333,45.9414180666667,0.145938692430045
119,132,231,-93.5023498666667,45.6911069,0.14593117384516
100,137,142,-93.3467767333333,44.5618012,0.145927081579849
36,119,186,-93.2938797,45.4371363333333,0.145919899731731
38,225,227,-92.9832863666667,44.3608994333333,0.145883927046321
14,62,199,-93.9005382333333,44.5673884333333,0.14588129048868
43,80,178,-93.9067395666667,45.4150191333333,0.145827499551735
36,131,191,-93.3131971333333,45.4498474666667,0.145786914217168
134,186,207,-94.6188960666667,46.4780707666667,0.145753389612382
56,65,105,-93.9350429,45.0113126666667,0.145743232026834
134,176,207,-94.6591063333333,46.4800368,0.145739725998154
32,46,137,-93.9513436333333,45.0590402333333,0.145732349110456
38,160,196,-92.9848612666667,44.6108317,0.145714201555612
154,172,197,-94.5317839333333,46.7804048666667,0.145693511056677
160,167,230,-92.6665987666667,44.6354502,0.145690973139308
147,168,219,-93.1565645,43.9669218333333,0.14568060722631
72,190,217,-93.3340146,44.4352181666667,0.145679530128306
14,27,184,-93.8390189,44.4925929333333,0.145679063204752
