"address","lat","lon","id"
"Mpls-st Paul Intntl Airport, 3412 Concourse C, St Paul, MN 55111, United States",44.8838521,-93.2076354,"ChIJ__8_Kssu9ocRkA1tIdm1n4c"
"1959 Ford Pkwy, St Paul, MN 55116, USA",44.9182659,-93.183183,"ChIJORWkq3gp9ocRhFzVwTJE8zg"
"850 N Minnesota Ave, St Peter, MN 56082, USA",44.3334995,-93.9499474,"ChIJQSew-NTM9YcRESdk9A61oHs"
"32948 US-14, Sanborn, MN 56083, USA",44.2381066,-95.1293427,"EiMzMjk0OCBVUy0xNCwgU2FuYm9ybiwgTU4gNTYwODMsIFVTQSIcEhoKFAoSCUN_lBXPK4uHEUvuUOMY71ACELSBAg"
"1171 Main St S, Sauk Centre, MN 56378, USA",45.7253205,-94.9513715,"ChIJS2GxrgCUtVIRfhj76tPuQ-w"
"501 N Benton Dr, Sauk Rapids, MN 56379, USA",45.5927233,-94.1718477,"ChIJi96t8gRetFIRnuKujCLpTh0"
"3939 Egan Dr, Savage, MN 55378, USA",44.7458954,-93.3289164,"ChIJP8-rrPI79ocRByj6CQccCAA"
"1251 Tasha Blvd, Shakopee, MN 55379, USA",44.7824526,-93.5057546,"ChIJCT7urrYQ9ocRftbjxKBCbhs"
"8021 Old Carriage Ct, Shakopee, MN 55379, USA",44.7773437,-93.4159659,"ChIJpeE5a2E99ocR6fH80AncPSY"
"4615 Hodgson Rd, Shoreview, MN 55126, USA",45.0810748,-93.1184755,"ChIJLYlJqiUos1IRCZrtebgDldQ"
"617 Main St W, Sleepy Eye, MN 56085, USA",44.2969247,-94.7311078,"ChIJZxsQnf7f9IcRh_y-J_nVlGA"
"602 Southview Blvd, South St Paul, MN 55075, USA",44.8889859,-93.0414439,"ChIJUc2_EnTU94cRROlG7Pp7L1g"
"137 Access Way, Spicer, MN 56288, USA",45.2304803,-94.939259,"ChIJ_49IIIhotVIRFNsxvs8O-qQ"
"300 N Section Ave, Spring Valley, MN 55975, USA",43.6901577,-92.3895196,"ChIJz1_1xFIB-ocReGbkzwQZCbA"
"1100 2nd Ave NE, Staples, MN 56479, USA",46.3551588,-94.7845628,"ChIJnX866hZmtlIRsdzaDJldkiM"
"100 Main St, Starbuck, MN 56381, USA",45.6082647,-95.5314142,"ChIJ1QlfcPdnylIR6XCLhufZBSE"
"920 N Main St, Stewartville, MN 55976, USA",43.8622199,-92.4881228,"ChIJJ-frBENW94cRR4EUJVZUq6Q"
"1600 W Frontage Rd, Stillwater, MN 55082, USA",45.0367311,-92.8277999,"ChIJBRgsWtTLslIRJ9tGLHI-7-s"
"517 Duluth Ave S, Thief River Falls, MN 56701, USA",48.1117631,-96.1850926,"ChIJfywatqoRx1IR1gdLTdJH0mw"
"530 7th Ave, Two Harbors, MN 55616, USA",47.025494,-91.6708199,"ChIJJ6p2QF4Wr1IRbbdk2TUKnXE"
"2120 Arboretum Blvd, Victoria, MN 55386, USA",44.8619936,-93.6713953,"ChIJF6oL4a0G9ocRZtXf9KxG7q4"
"8399 Unity Dr, Virginia, MN 55792, USA",47.5179208,-92.5696665,"ChIJj39FpSJRpVIROImjbuAS0A4"
"8399 Unity Dr, Virginia, MN 55792, USA",47.5179208,-92.5696665,"ChIJj39FpSJRpVIROImjbuAS0A4"
"1000 Shields Ave, Wabasha, MN 55981, USA",44.3766788,-92.0485804,"ChIJl9ysJUqz-YcRbjFaEW26ZlM"
"106 Ash Ave NW, Wadena, MN 56482, USA",46.4430608,-95.1376448,"ChIJNw0bw-M8tlIRrGNGO19YBTQ"
"308 Minnesota Ave W, Walker, MN 56484, USA",47.1020594,-94.579547,"ChIJkQv1l3Jyt1IR2tVAT92E_Co"
"110 W Fletcher Ave, Warren, MN 56762, USA",48.1955236,-96.7726774,"ChIJF72aS3nqxlIRos5px4ufVqg"
"609 Cedar Ave NW, Warroad, MN 56763, USA",48.9136756,-95.3317277,"ChIJ4dk21vY9v1IRl3mUqpdBLlc"
"1904 N State St, Waseca, MN 56093, USA",44.0962041,-93.5066826,"ChIJz2YKPpmW9ocRc49GtXowrVA"
"3574 Shoreline Dr, Wayzata, MN 55391, USA",44.9348317,-93.6139643,"ChIJBes1C4UC9ocRxDWDkoqGwL0"
"210 3rd St NW, Wells, MN 56097, USA",43.7490979,-93.729903,"ChIJmeFuib2q9ocRaYHcGA7Bnf0"
"1110 S Robert St, St Paul, MN 55118, USA",44.9126993,-93.0803455,"ChIJ9Rzz2NzU94cRVmz1QsJHQ0c"
"4047 Hwy 61 N, St Paul, MN 55110, USA",45.0640087,-93.025953,"ChIJ8_22Ci3RslIRSddPHcOjls4"
"2020 US-12, Willmar, MN 56201, USA",45.1200318,-95.0710332,"EiIyMDIwIFVTLTEyLCBXaWxsbWFyLCBNTiA1NjIwMSwgVVNBIhsSGQoUChIJ501iejBftVIRsf8L52TrAhkQ5A8"
"1221 1st St S, Willmar, MN 56201, USA",45.1109766,-95.042232,"ChIJHzAhdjNZtVIRn0VGgqvr-sw"
"1350 1st Ave N, Windom, MN 56101, USA",43.8708445,-95.1140368,"ChIJu7LesE1Mi4cR9eQMNgvCSzU"
"1440 W Broadway St, Winona, MN 55987, USA",44.0533729,-91.6760501,"ChIJ20dgfX1t-YcR8NCsJ488mRY"
"965 Mankato Ave, Winona, MN 55987, USA",44.030582,-91.6230284,"ChIJEYtizkZs-YcRiW6DxJNsYtg"
"103 4th St W, Winthrop, MN 55396, USA",44.5428876,-94.3648344,"ChIJaZa12tKg9YcR2yRkAfuZRbc"
"7450 Currell Blvd, Woodbury, MN 55125, USA",44.9261856,-92.9550814,"ChIJ08otTZ7X94cRBStIHwTV2aY"
"1640 Humiston Ave, Worthington, MN 56187, USA",43.6345212,-95.5926234,"ChIJ46KZWu2CjIcRhoFS726NsZc"
"5111 E Viking Blvd, Wyoming, MN 55092, USA",45.3359206,-93.0022507,"ChIJqdxAutjlslIR_7lSVqetHtk"
"12475 Fremont Ave, Zimmerman, MN 55398, USA",45.443766,-93.5850893,"ChIJs2fTpxNxs1IRZD8urnUr_XU"
"215 E 18th St, Zumbrota, MN 55992, USA",44.2812756,-92.6674763,"ChIJK7FbIiVx94cRC7HnfZkZrr8"
